ts,container,cpu_pct,mem_bytes,mem_pct,net_rx,net_tx
1776930412.554515499,tbench-fr-origin,32.39,9.656MiB,0.06,14.7GB,29.6MB
1776930416.123008793,tbench-fr-server,95.89,100.6MiB,19.64,16.6GB,16.6GB
1776930416.123008793,tbench-fr-client,118.24,43.63MiB,0.27,16.6GB,16.5GB
1776930416.123008793,tbench-fr-probe,9.28,112.4MiB,0.70,8.43MB,16.6GB
1776930416.123008793,tbench-fr-origin,31.93,9.914MiB,0.06,16.1GB,32.4MB
1776930419.694400824,tbench-fr-server,94.47,101.1MiB,19.75,18GB,18GB
1776930419.694400824,tbench-fr-client,118.37,43.98MiB,0.28,18GB,17.9GB
1776930419.694400824,tbench-fr-probe,9.26,110.5MiB,0.69,9.15MB,18GB
1776930419.694400824,tbench-fr-origin,32.35,9.953MiB,0.06,17.5GB,35.2MB
1776930423.258354315,tbench-fr-server,97.19,100.9MiB,19.71,19.4GB,19.4GB
1776930423.258354315,tbench-fr-client,123.87,44.55MiB,0.28,19.4GB,19.3GB
1776930423.258354315,tbench-fr-probe,9.60,110.7MiB,0.69,9.86MB,19.4GB
1776930423.258354315,tbench-fr-origin,31.80,9.68MiB,0.06,18.9GB,38MB
1776930426.827717707,tbench-fr-server,95.78,101.1MiB,19.75,20.8GB,20.8GB
1776930426.827717707,tbench-fr-client,121.43,44.36MiB,0.28,20.9GB,20.8GB
1776930426.827717707,tbench-fr-probe,9.66,113.8MiB,0.71,10.6MB,20.8GB
1776930426.827717707,tbench-fr-origin,32.88,9.785MiB,0.06,20.2GB,40.7MB
1776930430.402872923,tbench-fr-server,94.28,99.62MiB,19.46,22.3GB,22.3GB
1776930430.402872923,tbench-fr-client,118.35,44.48MiB,0.28,21.9GB,21.8GB
1776930430.402872923,tbench-fr-probe,9.36,111.2MiB,0.70,11.3MB,22.2GB
1776930430.402872923,tbench-fr-origin,31.37,10.23MiB,0.06,22.1GB,44.5MB
1776930433.970379251,tbench-fr-server,95.16,100.9MiB,19.71,23.7GB,23.7GB
1776930433.970379251,tbench-fr-client,119.01,46.84MiB,0.29,23.7GB,23.6GB
1776930433.970379251,tbench-fr-probe,9.71,111.9MiB,0.70,12MB,23.6GB
1776930433.970379251,tbench-fr-origin,31.90,9.914MiB,0.06,23.1GB,46.5MB
